id_paczkomat,miejscowosc,klasa_miejscowosci
SRX01M,SZCZAWNO-ZDRÓJ,miasto do 20 tys. mieszkańców
SRX02M,SZCZAWNO-ZDRÓJ,miasto do 20 tys. mieszkańców
SRY01E,SKORZESZYCE,wieś
SRY01M,SKORZESZYCE,wieś
SRZ01N,SIERCZA,wieś
SSA01A,STRONIE SLASKIE,miasto do 20 tys. mieszkańców
SSA01M,STARY SACZ,miasto do 20 tys. mieszkańców
SSA02M,STRONIE SLASKIE,miasto do 20 tys. mieszkańców
SSA03M,STRONIE SLASKIE,miasto do 20 tys. mieszkańców
SSC01A,STARY SACZ,wieś
SSC01M,STARY SACZ,miasto do 20 tys. mieszkańców
SSC02M,STARY SACZ,miasto do 20 tys. mieszkańców
SSC03M,STARY SACZ,miasto do 20 tys. mieszkańców
SSC04M,STARY SACZ,miasto do 20 tys. mieszkańców
SSC05M,STARY SACZ,miasto do 20 tys. mieszkańców
SSD01M,SCINAWKA SREDNIA,wieś
SSE01M,STARA KISZEWA,wieś
SSE01N,STARA KISZEWA,wieś
SSH01C,SLAWICE SZLACHECKIE,wieś
SSH01M,SLAWICE SZLACHECKIE,wieś
SSI01M,SIEROSZEWICE,wieś
SSI02M,SIEROSZEWICE,wieś
SSK01M,SWIETOSZÓWKA,wieś
SSL01G,SIERAKÓW SLASKI,wieś
SSL01M,SIERAKÓW SLASKI,wieś
SSM01M,SZYMISZÓW,wieś
SSM02M,SZYMISZÓW,wieś
SSN01M,STRASZECIN,wieś
SSN02M,STRASZECIN,wieś
SSN107,STRASZECIN,wieś
SSO01M,STARY SLESZÓW,wieś
SSP01M,SASPÓW,wieś
SSQ01M,SLAWSK,wieś
SSR01M,SEKOCIN STARY,wieś
SSS01M,STASI LAS,wieś
SST01M,SITANIEC,wieś
SSU01M,SATOPY-SAMULEWO,wieś
SSV01M,SOSNICOWICE,miasto do 20 tys. mieszkańców
SSV02M,SOSNICOWICE,miasto do 20 tys. mieszkańców
SSW01G,STASZÓW,miasto do 20 tys. mieszkańców
SSW01M,STASZÓW,miasto do 20 tys. mieszkańców
SSW01N,STASZÓW,miasto do 20 tys. mieszkańców
SSW02M,STASZÓW,miasto do 20 tys. mieszkańców
SSW02N,STASZÓW,miasto do 20 tys. mieszkańców
SSW03M,STASZÓW,miasto do 20 tys. mieszkańców
SSW03N,STASZÓW,miasto do 20 tys. mieszkańców
SSW04M,STASZÓW,miasto do 20 tys. mieszkańców
SSW05M,STASZÓW,miasto do 20 tys. mieszkańców
SSW06M,STASZÓW,miasto do 20 tys. mieszkańców
SSW07M,STASZÓW,miasto do 20 tys. mieszkańców
SSW08M,STASZÓW,miasto do 20 tys. mieszkańców
SSX01M,STARA WIES,wieś
SSY01M,SLESIN,wieś
SSZ01M,STRYSZAWA,wieś
SSZ02M,STRYSZAWA,wieś
SSZ02N,STRYSZAWA,wieś
SSZ03M,STRYSZAWA,wieś
SSZ04M,STRYSZAWA,wieś
SSZ974,STRYSZAWA,wieś
STA01A,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA01M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA01N,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA02A,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA02M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA02N,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA03M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA03N,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA047,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA04M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA04N,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA05M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA06M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA07M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA080,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA08M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA09M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA10M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA11M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA12M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA13M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA14M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA15M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA16M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA17M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STA18M,STARACHOWICE,miasto 20 - 50 tys. mieszkańców
STAS01M,STASIÓWKA,wieś
STAW01M,STAWKI,wieś
STB01A,STARE BABICE,wieś
STB01M,STARE BABICE,wieś
STB02M,STARE BABICE,wieś
STB398,STARE BABICE,wieś
STC01M,STEZYCA,wieś
STC01N,STEZYCA,wieś
STC020,STEZYCA,wieś
STC02M,STEZYCA,wieś
STC03M,STEZYCA,wieś
STD01M,STANISLAW DOLNY,wieś
STD02M,STANISLAW DOLNY,wieś
STE01HP,STESZEW,miasto do 20 tys. mieszkańców
STE01L,STESZEW,miasto do 20 tys. mieszkańców
STE01M,STESZEW,miasto do 20 tys. mieszkańców
STE01N,STESZEW,miasto do 20 tys. mieszkańców
STE01ZIH,STESZEW,miasto do 20 tys. mieszkańców
STE02L,STESZEW,miasto do 20 tys. mieszkańców
STE02M,STESZEW,miasto do 20 tys. mieszkańców
STE02N,STESZEW,miasto do 20 tys. mieszkańców
STE03M,STESZEW,miasto do 20 tys. mieszkańców
STF01M,STEFANOWO,wieś
STG01A,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG01M,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG01N,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG02A,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG02M,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG02N,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG03A,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG03M,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG03N,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG04M,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG04N,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG05M,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG05N,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG06M,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG07M,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG08M,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG09M,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG10M,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG11M,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG12M,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STG13M,STAROGARD GDANSKI,miasto 20 - 50 tys. mieszkańców
STH01G,STRACHÓWKA,wieś
STI01M,STARA IWICZNA,wieś
STI02M,STARA IWICZNA,wieś
STI330,STARA IWICZNA,wieś
STJ01G,STARE JUCHY,wieś
STK01A,STRZELCE KRAJENSKIE,miasto do 20 tys. mieszkańców
STK01M,STRZELCE KRAJENSKIE,miasto do 20 tys. mieszkańców
STK02M,STRZELCE KRAJENSKIE,miasto do 20 tys. mieszkańców
STK02N,STRZELCE KRAJENSKIE,miasto do 20 tys. mieszkańców
STK03M,STRZELCE KRAJENSKIE,miasto do 20 tys. mieszkańców
STK04M,STRZELCE KRAJENSKIE,miasto do 20 tys. mieszkańców
STL01M,STRZELNO,miasto do 20 tys. mieszkańców
STL01N,STRZELNO,miasto do 20 tys. mieszkańców
STL02M,STRZELNO,miasto do 20 tys. mieszkańców
STL03M,STRZELNO,miasto do 20 tys. mieszkańców
STM01M,STRZEGOM,miasto do 20 tys. mieszkańców
STM01N,STRZEGOM,miasto do 20 tys. mieszkańców
STM02ML,STRZEGOM,miasto do 20 tys. mieszkańców
STM03M,STRZEGOM,miasto do 20 tys. mieszkańców
STM04M,STRZEGOM,miasto do 20 tys. mieszkańców
STM05M,STRZEGOM,wieś
STN01A,STEGNA,wieś
STN01M,STEGNA,wieś
STO01M,STRZELCE OPOLSKIE,miasto do 20 tys. mieszkańców
STO01N,STRZELCE OPOLSKIE,miasto do 20 tys. mieszkańców
STO02A,STRZELCE OPOLSKIE,miasto do 20 tys. mieszkańców
STO02M,STRZELCE OPOLSKIE,miasto do 20 tys. mieszkańców
STO02N,STRZELCE OPOLSKIE,miasto do 20 tys. mieszkańców
STO03M,STRZELCE OPOLSKIE,miasto do 20 tys. mieszkańców
STO04M,STRZELCE OPOLSKIE,miasto do 20 tys. mieszkańców
STO05M,STRZELCE OPOLSKIE,miasto do 20 tys. mieszkańców
STO06M,STRZELCE OPOLSKIE,miasto do 20 tys. mieszkańców
STO07M,STRZELCE OPOLSKIE,miasto do 20 tys. mieszkańców
STO907,STRZELCE OPOLSKIE,miasto do 20 tys. mieszkańców
STO985,STRZELCE OPOLSKIE,miasto do 20 tys. mieszkańców
STP01A,STARE POLE,wieś
STP01M,STARE POLE,wieś
STQ01M,STRÓZA,wieś
STR01F,STRASZYN,wieś
STR01M,STRASZYN,wieś
STR01ML,STRZELIN,miasto do 20 tys. mieszkańców
STR01N,STRZELIN,miasto do 20 tys. mieszkańców
STR02M,STRZELIN,miasto do 20 tys. mieszkańców
STR02ML,STRZELIN,miasto do 20 tys. mieszkańców
STR02N,STRASZYN,wieś
STR03M,STRZELIN,miasto do 20 tys. mieszkańców
STR03N,STRZELIN,miasto do 20 tys. mieszkańców
STR04M,STRZELIN,miasto do 20 tys. mieszkańców
STR05M,STRZELIN,miasto do 20 tys. mieszkańców
STR06M,STRZELIN,miasto do 20 tys. mieszkańców
STR07M,STRZELIN,wieś
STRO01M,STRZEPCZ,wieś
STRQ01M,STRONIE,wieś
STS01A,STARGARD,miasto 50 - 100 tys. mieszkańców
STS01D,STARGARD SZCZECINSKI,miasto 50 - 100 tys. mieszkańców
STS01G,STARGARD,miasto 50 - 100 tys. mieszkańców
STS01L,STARGARD,miasto 50 - 100 tys. mieszkańców
STS01M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS01N,STARGARD,miasto 50 - 100 tys. mieszkańców
STS01W,STRASZECIN,wieś
STS01ZIH,STARGARD,miasto 50 - 100 tys. mieszkańców
STS02M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS02N,STARGARD,miasto 50 - 100 tys. mieszkańców
STS02ZIH,STARGARD,miasto 50 - 100 tys. mieszkańców
STS03L,STARGARD,miasto 50 - 100 tys. mieszkańców
STS03M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS03N,STARGARD,miasto 50 - 100 tys. mieszkańców
STS04M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS04N,STARGARD,miasto 50 - 100 tys. mieszkańców
STS05M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS05N,STARGARD,miasto 50 - 100 tys. mieszkańców
STS06M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS06N,STARGARD,miasto 50 - 100 tys. mieszkańców
STS07M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS07N,STARGARD,miasto 50 - 100 tys. mieszkańców
STS08M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS09M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS10M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS11M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS12M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS13M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS14M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS15M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS16M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS17M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS18M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS19M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS20M,STARGARD,miasto 50 - 100 tys. mieszkańców
STS246,STARGARD,miasto 50 - 100 tys. mieszkańców
STS272,STARGARD,miasto 50 - 100 tys. mieszkańców
STS273,STARGARD,miasto 50 - 100 tys. mieszkańców
STS334,STARGARD,miasto 50 - 100 tys. mieszkańców
STT01D,SZTUTOWO,wieś
STT01M,SZTUTOWO,wieś
STU01M,STRUMIEN,miasto do 20 tys. mieszkańców
STU01N,STRUMIEN,miasto do 20 tys. mieszkańców
STU02M,STRUMIEN,miasto do 20 tys. mieszkańców
STU02N,STRUMIEN,miasto do 20 tys. mieszkańców
STV01M,STRZENIÓWKA,wieś
STW01A,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW01F,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW01M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW01N,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW02A,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW02M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW02N,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW03A,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW03M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW03N,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW04A,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW04M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW04N,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW05M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW05N,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW06M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW06N,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW07M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW08M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW09M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW10M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW112,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW113,TEST,miasto 50 - 100 tys. mieszkańców
STW11M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW128,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW12M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW13M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW14M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW15M,STALOWA WOLA,miasto 50 - 100 tys. mieszkańców
STW338,TEST,miasto 200 - 500 tys. mieszkańców
STX01M,STARAWIES,wieś
STY01A,STRZYZÓW,miasto do 20 tys. mieszkańców
STY01M,STRZYZÓW,miasto do 20 tys. mieszkańców
STY01N,STRZYZÓW,miasto do 20 tys. mieszkańców
STY02M,STRZYZÓW,miasto do 20 tys. mieszkańców
STZ01M,STRZALKOWO,wieś
STZ01N,STRZALKOWO,wieś
STZ02M,STRZALKOWO,wieś
STZ03M,STRZALKOWO,wieś
STZ04M,STRZALKOWO,wieś
SUA01M,SULOSZOWA,wieś
SUB01A,SUBKOWY,wieś
SUB01M,SUBKOWY,wieś
SUB01N,SUBKOWY,wieś
SUC01E,SUCHOWOLA,miasto do 20 tys. mieszkańców
SUC01M,SUCHOWOLA,miasto do 20 tys. mieszkańców
SUD01M,SUDÓL,wieś
SUE01M,SULECINEK,wieś
SUF01M,SUFCZYN,wieś
SUH01D,SUCHAN,miasto do 20 tys. mieszkańców
SUH01M,SUCHAN,miasto do 20 tys. mieszkańców
SUH02M,SUCHAN,miasto do 20 tys. mieszkańców
SUI01F,SULKOWICE,wieś
SUI01M,SULKOWICE,wieś
SUJ01A,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ01G,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ01M,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ01ZIH,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ02M,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ03M,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ04M,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ05M,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ06M,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ07M,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ08M,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ09M,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ10M,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ11M,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ12M,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUJ13M,SULEJÓWEK,miasto do 20 tys. mieszkańców
SUK01A,SUKÓW,wieś
SUL01A,SULECHÓW,miasto do 20 tys. mieszkańców
SUL01F,SULECHÓW,miasto do 20 tys. mieszkańców
SUL01M,SULECHÓW,miasto do 20 tys. mieszkańców
SUL01N,SULECHÓW,miasto do 20 tys. mieszkańców
SUL02A,SULECHÓW,miasto do 20 tys. mieszkańców
SUL02M,SULECHÓW,miasto do 20 tys. mieszkańców
SUL02N,SULECHÓW,miasto do 20 tys. mieszkańców
SUL03M,SULECHÓW,miasto do 20 tys. mieszkańców
SUL03N,SULECHÓW,miasto do 20 tys. mieszkańców
SUL04M,SULECHÓW,miasto do 20 tys. mieszkańców
SUL05M,SULECHÓW,miasto do 20 tys. mieszkańców
SUL06M,SULECHÓW,miasto do 20 tys. mieszkańców
SUL07M,SULECHÓW,miasto do 20 tys. mieszkańców
SUL08M,SULECHÓW,miasto do 20 tys. mieszkańców
SUL171,SULECHÓW,miasto do 20 tys. mieszkańców
SULN01M,SULNOWO,wieś
SUM01M,SULMIERZYCE,wieś
SUM02M,SULMIERZYCE,wieś
SUN01M,SULECZYNO,wieś
SUO01M,SULIKÓW,wieś
SUO02M,SULIKÓW,wieś
SUP01A,SLUPNO,wieś
SUP01M,SLUPNO,wieś
SUQ01M,SZCZUKI,wieś
SUR01E,SULMIERZYCE,wieś
SUR01M,SULMIERZYCE,miasto do 20 tys. mieszkańców
SUR02M,SULMIERZYCE,miasto do 20 tys. mieszkańców
SUR03M,SULMIERZYCE,miasto do 20 tys. mieszkańców
SUS01A,SUSZ,miasto do 20 tys. mieszkańców
SUS01G,SUSZ,miasto do 20 tys. mieszkańców
SUS01M,SUSZ,miasto do 20 tys. mieszkańców
SUS01N,SUSZ,miasto do 20 tys. mieszkańców
SUS02M,SUSZ,miasto do 20 tys. mieszkańców
SUV01M,SZCZUTOWO,wieś
SUW01A,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW01M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW01N,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW01W,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW02A,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW02M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW02N,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW02W,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW03A,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW03M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW03N,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW04A,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW04M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW04N,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW05M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW05N,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW06A,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW06M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW07A,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW07M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW08A,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW08M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW09M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW10M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW11M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW12M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW13M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW14M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW15M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW16M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW17M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUW18M,SUWALKI,miasto 50 - 100 tys. mieszkańców
SUX01M,SLUPY,wieś
SUY01M,STRUMIANY,wieś
SUZ01F,SUSZEC,wieś
SUZ01M,SUSZEC,wieś
SUZ02M,SUSZEC,wieś
SUZ03M,SUSZEC,wieś
SUZ04M,SUSZEC,wieś
SVA01M,SIENIAWKA,wieś
SVB01M,STARA BIRCZA,wieś
SVC01E,SIERAKOWICE,wieś
SVC01M,SIERAKOWICE,wieś
SVD01M,SWIDNIK,wieś
SVE01M,SIESLAWICE,wieś
SVI01M,SWINNA,wieś
SVI02M,SWINNA,wieś
SVJ01F,SWIETAJNO,wieś
SVK01M,SLUPIA KAPITULNA,wieś
SVL01M,SOLEC NAD WISLA,wieś
SVN01M,SWIDNICA,wieś
SVN02M,SWIDNICA,wieś
SVO01M,SOKOLOWO,wieś
SVP01M,SLUPIA,wieś
SVQ01M,STARE SIOLKOWICE,wieś
SVR01M,SWIETA KATARZYNA,wieś
SVS01M,STARA WIES,wieś
SVS02M,STARA WIES,wieś
SVT01G,SWIATKI,wieś
SVT01M,SWIATKI,wieś
SVV01M,SZARÓW,wieś
SVW01G,STARY WISNICZ,wieś
SVW01M,STARY WISNICZ,wieś
SVX01M,SLOWIK,wieś
SVY01M,SWIERCZYNA,wieś
SVZ01M,SWIESZYNO,wieś
SWA01M,SWIERZAWA,miasto do 20 tys. mieszkańców
SWA01N,SWIERZAWA,miasto do 20 tys. mieszkańców
SWB01M,SWIEBODZICE,miasto 20 - 50 tys. mieszkańców
SWB01N,SWIEBODZICE,miasto 20 - 50 tys. mieszkańców
SWB02M,SWIEBODZICE,miasto 20 - 50 tys. mieszkańców
SWB02N,SWIEBODZICE,miasto 20 - 50 tys. mieszkańców
SWB03M,SWIEBODZICE,miasto 20 - 50 tys. mieszkańców
SWB03N,SWIEBODZICE,miasto 20 - 50 tys. mieszkańców
SWB04M,SWIEBODZICE,miasto 20 - 50 tys. mieszkańców
SWB04N,SWIEBODZICE,miasto 20 - 50 tys. mieszkańców
SWB05M,SWIEBODZICE,miasto 20 - 50 tys. mieszkańców
SWB06M,SWIEBODZICE,miasto 20 - 50 tys. mieszkańców
SWB825,SWIEBODZICE,miasto 20 - 50 tys. mieszkańców
SWB945,SWIEBODZICE,miasto 20 - 50 tys. mieszkańców
SWC01A,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC01M,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC01N,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC02B,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC02M,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC02N,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC03M,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC03N,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC04M,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC04N,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC05M,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC05N,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC06M,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC06N,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC07M,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC08M,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC09M,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC103,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC10M,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC11M,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC12M,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC538,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC550,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWC854,SWIETOCHLOWICE,miasto 50 - 100 tys. mieszkańców
SWD01A,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD01B,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD01HO,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD01M,SWARZEDZ,wieś
SWD01N,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD01Q,SWARZEDZ,wieś
SWD01ZIH,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD02A,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD02M,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD02N,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD02ZIH,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD03A,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD03M,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD03N,SWARZEDZ,wieś
SWD03W,SWIDNIK,miasto 20 - 50 tys. mieszkańców
SWD04M,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD04N,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD05M,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD06M,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD07M,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD08M,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD09M,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD10M,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD11M,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD12M,SWARZEDZ,wieś
SWD13M,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWD971,SWARZEDZ,miasto 20 - 50 tys. mieszkańców
SWE01A,SWIECIE,miasto 20 - 50 tys. mieszkańców
SWE01M,SWIECIE,wieś
SWE01N,SWIECIE,miasto 20 - 50 tys. mieszkańców
SWE02M,SWIECIE,miasto 20 - 50 tys. mieszkańców
SWE02N,SWIECIE,miasto 20 - 50 tys. mieszkańców
SWE03M,SWIECIE,miasto 20 - 50 tys. mieszkańców
SWE04M,SWIECIE,miasto 20 - 50 tys. mieszkańców
SWE05M,SWIECIE,miasto 20 - 50 tys. mieszkańców
SWE06M,SWIECIE,miasto 20 - 50 tys. mieszkańców
SWE07M,SWIECIE,miasto 20 - 50 tys. mieszkańców
SWE08M,SWIECIE,miasto 20 - 50 tys. mieszkańców
